"","immunity","IPC","Network","simulationCTC","incSarscov2","incIndex","incCommCases","incNosocomial","testingRound","incSymptoms","typeDailyScreening","targetDailyScreening","stratSurveillance","PCR.n_positive_and_tested","PCR.n_test","PCR.n_test_positive","PCR.n_test_true_positive","PCR.n_test_false_positive","PCR.n_test_true_negative","PCR.n_test_false_negative","RDT.n_positive_and_tested","RDT.n_test","RDT.n_test_positive","RDT.n_test_true_positive","RDT.n_test_false_positive","RDT.n_test_true_negative","RDT.n_test_false_negative","infAverted"
"1","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","adm","0","36","0","0","0","36","0","0","0","0","0","0","0","0","0"
"2","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","sym","6","70","4","4","0","64","2","0","0","0","0","0","0","0","10"
"3","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","adm_sym","6","106","4","4","0","100","2","0","0","0","0","0","0","0","10"
"4","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","d01","1","151","1","1","0","150","0","0","0","0","0","0","0","0","10"
"5","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","d02","1","152","1","1","0","151","0","0","0","0","0","0","0","0","2"
"6","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","d03","2","153","0","0","0","151","2","0","0","0","0","0","0","0","0"
"7","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","d04","2","156","1","1","0","154","1","0","0","0","0","0","0","0","2"
"8","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","d05","3","158","1","1","0","155","2","0","0","0","0","0","0","0","1"
"9","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","d06","3","154","1","1","0","151","2","0","0","0","0","0","0","0","0"
"10","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","d07","5","153","1","1","0","148","4","0","0","0","0","0","0","0","0"
"11","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","d08","5","159","1","1","0","154","4","0","0","0","0","0","0","0","0"
"12","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","d09","6","159","2","2","0","153","4","0","0","0","0","0","0","0","0"
"13","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","adm_sym_d01","7","257","5","5","0","250","2","0","0","0","0","0","0","0","10"
"14","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","adm_sym_d02","7","258","5","5","0","251","2","0","0","0","0","0","0","0","10"
"15","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","adm_sym_d03","8","259","4","4","0","251","4","0","0","0","0","0","0","0","10"
"16","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","adm_sym_d04","8","262","5","5","0","254","3","0","0","0","0","0","0","0","10"
"17","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","adm_sym_d05","9","264","5","5","0","255","4","0","0","0","0","0","0","0","10"
"18","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","adm_sym_d06","9","260","5","5","0","251","4","0","0","0","0","0","0","0","10"
"19","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","adm_sym_d07","11","259","5","5","0","248","6","0","0","0","0","0","0","0","10"
"20","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","adm_sym_d08","11","265","5","5","0","254","6","0","0","0","0","0","0","0","10"
"21","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","adm_sym_d09","12","265","6","6","0","253","6","0","0","0","0","0","0","0","10"
"22","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","adm_sym_d01_d02","8","409","6","6","0","401","2","0","0","0","0","0","0","0","10"
"23","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","adm_sym_d01_d03","9","410","5","5","0","401","4","0","0","0","0","0","0","0","10"
"24","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","adm_sym_d01_d04","9","413","6","6","0","404","3","0","0","0","0","0","0","0","10"
"25","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","adm_sym_d01_d05","10","415","6","6","0","405","4","0","0","0","0","0","0","0","10"
"26","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","adm_sym_d01_d06","10","411","6","6","0","401","4","0","0","0","0","0","0","0","10"
"27","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","adm_sym_d01_d07","12","410","6","6","0","398","6","0","0","0","0","0","0","0","10"
"28","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","adm_sym_d01_d08","12","416","6","6","0","404","6","0","0","0","0","0","0","0","10"
"29","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Patients","adm_sym_d01_d09","13","416","7","7","0","403","6","0","0","0","0","0","0","0","10"
"30","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","adm","0","36","0","0","0","36","0","0","0","0","0","0","0","0","0"
"31","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","sym","6","70","4","4","0","64","2","0","0","0","0","0","0","0","10"
"32","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","adm_sym","6","106","4","4","0","100","2","0","0","0","0","0","0","0","10"
"33","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","d01","3","236","0","0","0","233","3","0","0","0","0","0","0","0","0"
"34","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","d02","3","237","1","1","0","234","2","0","0","0","0","0","0","0","0"
"35","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","d03","3","238","1","1","0","235","2","0","0","0","0","0","0","0","0"
"36","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","d04","3","239","1","1","0","236","2","0","0","0","0","0","0","0","0"
"37","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","d05","3","239","2","2","0","236","1","0","0","0","0","0","0","0","2"
"38","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","d06","4","239","3","3","0","235","1","0","0","0","0","0","0","0","2"
"39","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","d07","6","239","2","2","0","233","4","0","0","0","0","0","0","0","2"
"40","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","d08","6","239","3","3","0","233","3","0","0","0","0","0","0","0","1"
"41","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","d09","6","239","3","3","0","233","3","0","0","0","0","0","0","0","0"
"42","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","adm_sym_d01","9","342","4","4","0","333","5","0","0","0","0","0","0","0","10"
"43","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","adm_sym_d02","9","343","5","5","0","334","4","0","0","0","0","0","0","0","10"
"44","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","adm_sym_d03","9","344","5","5","0","335","4","0","0","0","0","0","0","0","10"
"45","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","adm_sym_d04","9","345","5","5","0","336","4","0","0","0","0","0","0","0","10"
"46","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","adm_sym_d05","9","345","6","6","0","336","3","0","0","0","0","0","0","0","12"
"47","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","adm_sym_d06","10","345","7","7","0","335","3","0","0","0","0","0","0","0","12"
"48","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","adm_sym_d07","12","345","6","6","0","333","6","0","0","0","0","0","0","0","12"
"49","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","adm_sym_d08","12","345","7","7","0","333","5","0","0","0","0","0","0","0","11"
"50","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","adm_sym_d09","12","345","7","7","0","333","5","0","0","0","0","0","0","0","10"
"51","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","adm_sym_d01_d02","12","579","5","5","0","567","7","0","0","0","0","0","0","0","10"
"52","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","adm_sym_d01_d03","12","580","5","5","0","568","7","0","0","0","0","0","0","0","10"
"53","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","adm_sym_d01_d04","12","581","5","5","0","569","7","0","0","0","0","0","0","0","10"
"54","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","adm_sym_d01_d05","12","581","6","6","0","569","6","0","0","0","0","0","0","0","12"
"55","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","adm_sym_d01_d06","13","581","7","7","0","568","6","0","0","0","0","0","0","0","12"
"56","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","adm_sym_d01_d07","15","581","6","6","0","566","9","0","0","0","0","0","0","0","12"
"57","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","adm_sym_d01_d08","15","581","7","7","0","566","8","0","0","0","0","0","0","0","11"
"58","0.20.2","1","2","3","18","4","2","12","1","70","PCR","Staff","adm_sym_d01_d09","15","581","7","7","0","566","8","0","0","0","0","0","0","0","10"
"59","0.20.2","1","2","3","18","4","2","12","1","70","PCR","All","adm","0","36","0","0","0","36","0","0","0","0","0","0","0","0","0"
"60","0.20.2","1","2","3","18","4","2","12","1","70","PCR","All","sym","6","70","4","4","0","64","2","0","0","0","0","0","0","0","10"
"61","0.20.2","1","2","3","18","4","2","12","1","70","PCR","All","adm_sym","6","106","4","4","0","100","2","0","0","0","0","0","0","0","10"
"62","0.20.2","1","2","3","18","4","2","12","1","70","PCR","All","d01","4","387","1","1","0","383","3","0","0","0","0","0","0","0","0"
"63","0.20.2","1","2","3","18","4","2","12","1","70","PCR","All","d02","4","389","2","2","0","385","2","0","0","0","0","0","0","0","2"
"64","0.20.2","1","2","3","18","4","2","12","1","70","PCR","All","d03","5","391","2","2","0","386","3","0","0","0","0","0","0","0","2"
"65","0.20.2","1","2","3","18","4","2","12","1","70","PCR","All","d04","5","395","4","4","0","390","1","0","0","0","0","0","0","0","4"
"66","0.20.2","1","2","3","18","4","2","12","1","70","PCR","All","d05","6","397","4","4","0","391","2","0","0","0","0","0","0","0","3"
"67","0.20.2","1","2","3","18","4","2","12","1","70","PCR","All","d06","7","393","2","2","0","386","5","0","0","0","0","0","0","0","0"
