"","immunity","IPC","Network","simulationCTC","incSarscov2","incIndex","incCommCases","incNosocomial","testingRound","incSymptoms","typeDailyScreening","targetDailyScreening","stratSurveillance","PCR.n_positive_and_tested","PCR.n_test","PCR.n_test_positive","PCR.n_test_true_positive","PCR.n_test_false_positive","PCR.n_test_true_negative","PCR.n_test_false_negative","RDT.n_positive_and_tested","RDT.n_test","RDT.n_test_positive","RDT.n_test_true_positive","RDT.n_test_false_positive","RDT.n_test_true_negative","RDT.n_test_false_negative","infAverted"
"1","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","adm","1","36","1","1","0","35","0","0","0","0","0","0","0","0","0"
"2","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","sym","11","73","11","11","0","62","0","0","0","0","0","0","0","0","18"
"3","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","adm_sym","12","109","12","12","0","97","0","0","0","0","0","0","0","0","18"
"4","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","d01","1","151","1","1","0","150","0","0","0","0","0","0","0","0","0"
"5","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","d02","1","152","1","1","0","151","0","0","0","0","0","0","0","0","0"
"6","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","d03","1","153","1","1","0","152","0","0","0","0","0","0","0","0","0"
"7","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","d04","2","156","2","2","0","154","0","0","0","0","0","0","0","0","3"
"8","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","d05","2","158","2","2","0","156","0","0","0","0","0","0","0","0","1"
"9","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","d06","5","154","5","5","0","149","0","0","0","0","0","0","0","0","14"
"10","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","d07","5","153","5","5","0","148","0","0","0","0","0","0","0","0","14"
"11","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","d08","5","159","5","5","0","154","0","0","0","0","0","0","0","0","13"
"12","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","d09","6","159","6","6","0","153","0","0","0","0","0","0","0","0","12"
"13","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","adm_sym_d01","13","260","13","13","0","247","0","0","0","0","0","0","0","0","18"
"14","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","adm_sym_d02","13","261","13","13","0","248","0","0","0","0","0","0","0","0","18"
"15","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","adm_sym_d03","13","262","13","13","0","249","0","0","0","0","0","0","0","0","18"
"16","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","adm_sym_d04","14","265","14","14","0","251","0","0","0","0","0","0","0","0","18"
"17","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","adm_sym_d05","14","267","14","14","0","253","0","0","0","0","0","0","0","0","18"
"18","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","adm_sym_d06","17","263","17","17","0","246","0","0","0","0","0","0","0","0","18"
"19","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","adm_sym_d07","17","262","17","17","0","245","0","0","0","0","0","0","0","0","18"
"20","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","adm_sym_d08","17","268","17","17","0","251","0","0","0","0","0","0","0","0","18"
"21","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","adm_sym_d09","18","268","18","18","0","250","0","0","0","0","0","0","0","0","18"
"22","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","adm_sym_d01_d02","14","412","14","14","0","398","0","0","0","0","0","0","0","0","18"
"23","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","adm_sym_d01_d03","14","413","14","14","0","399","0","0","0","0","0","0","0","0","18"
"24","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","adm_sym_d01_d04","15","416","15","15","0","401","0","0","0","0","0","0","0","0","18"
"25","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","adm_sym_d01_d05","15","418","15","15","0","403","0","0","0","0","0","0","0","0","18"
"26","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","adm_sym_d01_d06","18","414","18","18","0","396","0","0","0","0","0","0","0","0","18"
"27","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","adm_sym_d01_d07","18","413","18","18","0","395","0","0","0","0","0","0","0","0","18"
"28","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","adm_sym_d01_d08","18","419","18","18","0","401","0","0","0","0","0","0","0","0","18"
"29","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Patients","adm_sym_d01_d09","19","419","19","19","0","400","0","0","0","0","0","0","0","0","18"
"30","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","adm","1","36","1","1","0","35","0","0","0","0","0","0","0","0","0"
"31","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","sym","11","73","11","11","0","62","0","0","0","0","0","0","0","0","18"
"32","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","adm_sym","12","109","12","12","0","97","0","0","0","0","0","0","0","0","18"
"33","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","d01","3","236","3","3","0","233","0","0","0","0","0","0","0","0","18"
"34","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","d02","4","237","4","4","0","233","0","0","0","0","0","0","0","0","19"
"35","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","d03","4","238","4","4","0","234","0","0","0","0","0","0","0","0","15"
"36","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","d04","4","239","4","4","0","235","0","0","0","0","0","0","0","0","15"
"37","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","d05","4","239","4","4","0","235","0","0","0","0","0","0","0","0","0"
"38","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","d06","5","239","5","5","0","234","0","0","0","0","0","0","0","0","0"
"39","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","d07","5","239","5","5","0","234","0","0","0","0","0","0","0","0","0"
"40","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","d08","6","239","6","6","0","233","0","0","0","0","0","0","0","0","0"
"41","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","d09","6","239","6","6","0","233","0","0","0","0","0","0","0","0","0"
"42","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","adm_sym_d01","15","345","15","15","0","330","0","0","0","0","0","0","0","0","18"
"43","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","adm_sym_d02","16","346","16","16","0","330","0","0","0","0","0","0","0","0","19"
"44","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","adm_sym_d03","16","347","16","16","0","331","0","0","0","0","0","0","0","0","19"
"45","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","adm_sym_d04","16","348","16","16","0","332","0","0","0","0","0","0","0","0","19"
"46","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","adm_sym_d05","16","348","16","16","0","332","0","0","0","0","0","0","0","0","18"
"47","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","adm_sym_d06","17","348","17","17","0","331","0","0","0","0","0","0","0","0","18"
"48","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","adm_sym_d07","17","348","17","17","0","331","0","0","0","0","0","0","0","0","18"
"49","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","adm_sym_d08","18","348","18","18","0","330","0","0","0","0","0","0","0","0","18"
"50","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","adm_sym_d09","18","348","18","18","0","330","0","0","0","0","0","0","0","0","18"
"51","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","adm_sym_d01_d02","19","582","19","19","0","563","0","0","0","0","0","0","0","0","19"
"52","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","adm_sym_d01_d03","19","583","19","19","0","564","0","0","0","0","0","0","0","0","19"
"53","0.20.2","1","2","2","26","4","2","20","1","73","PCR","Staff","adm_sym_d01_d04","19","584","19","19","0","565","0","0","0","0","0","0","0","0","19"
